index,AuthorID,AuthorName,Sex,NativeLanguage,PhDYear,Note
610,672,Bruce Robert Kingma,Male,English,,
611,674,Bruce W. Hamilton,Male,English,,
612,675,Bruno Biais,Male,Non-English,,
613,676,Bruno Broseta,Male,,,
614,677,Bruno Crépon,Male,Non-English,,
615,678,Bruno Ferman,Male,Non-English,2012.0,
616,680,Bruno L. S. Falcão,Male,Non-English,,
617,681,Bruno S. Frey,Male,Non-English,,
618,682,Bruno Strulovici,Male,Non-English,2005.0,
619,683,Bryan E. Stanhouse,Male,Unknown,,
620,684,Bryan Ellickson,Male,,,
621,685,Bryan L. Boulier,Male,,,
622,686,Bryan S. Graham,Male,English,2005.0,
623,687,Burcu Eyigungor,Female,Non-English,,
624,689,Burhanettin Kuruşçu,Male,Unknown,,
625,690,Burton A. Abrams,Male,English,,
626,691,Byong-Hyong Bahk,Male,Unknown,,
627,692,Byoung Jun,Male,Non-English,,
628,693,Byron F. Lutz,Male,,,
629,694,Byron W. Brown,Male,English,,
630,695,Byung Sam Yoo,Male,Non-English,,
631,696,Byung-Kun Rhee,Male,,,
632,697,Bård Harstad,Male,Non-English,2003.0,
633,698,C. Duncan MacRae,Male,English,,
634,699,C. Fritz Foley,Male,English,,
635,701,Christian Hansen,Male,English,2004.0,
636,702,C. Lanier Benkard,Male,English,,
637,703,Costas Meghir,Male,English,1985.0,
638,704,C. Paul Hallwood,Male,English,,
639,705,C. Timothy Koeller,Male,English,,
640,706,C. Y. Cyrus Chu,Male,Non-English,,
641,707,Caglar Ozden,Male,,,
642,708,Camelia Minoiu,Female,,,
643,709,Camille Landais,Male,Non-English,2009.0,
644,710,Camillo Padoa-Schioppa,Male,,,
645,711,Campbell R. Harvey,Male,English,,
646,712,Canice Prendergast,Male,English,1989.0,
647,713,Cara S. Lown,Female,,,
648,714,Caralee McLiesh,Female,,,
649,715,Carl A. Futia,Male,English,,
650,716,Carl Davidson,Male,English,,
651,717,Carl E. Walsh,Male,English,,
652,718,"Carl M. Campbell, III",Male,English,,
653,719,Carl Shapiro,Male,English,,
654,720,Carl Wennerlind,Male,English,,
655,721,Carlos A. Flores,Male,,,
656,722,Carlos A. Végh,Male,,,
657,724,Carlos Alfredo Rodríguez,Male,Non-English,,
658,725,Carlos Carvalho,Male,Non-English,,
659,726,Carlos Dobkin,Male,English,2003.0,
660,727,Carlos E. da Costa,Male,Non-English,,
661,728,Carlos J. Ponce,Male,Non-English,,
662,729,Carlos Rodríguez-Palmero,Male,Non-English,,
663,730,Carlos Urrutia,Male,Non-English,,
664,731,Carlos Velasco,Male,Non-English,,
665,732,Carlton Hubbard,Male,Unknown,,
666,733,Carmen F. Menezes,Male,Unknown,,
667,734,Carmen M. Reinhart,Female,English,,
668,736,Carmen Tanner,Female,Non-English,,
669,737,Carol Ann Rogers,Female,English,,
670,738,Carol J. Simon,Female,English,,
671,739,Carol Propper,Female,,,
672,740,Carol Shiue,Female,English,1999.0,
673,741,Carolina Castilla,Female,,,
674,742,Carolina Villegas-Sanchez,Female,,,
675,743,Caroline Freund,Female,English,,
676,746,Caroline Minter Hoxby,Female,English,1994.0,
677,747,Caroline Ratcliffe,Female,,,
678,748,Carolyn B. Levine,Female,,,
679,749,Carolyn Evans,Female,English,,
680,750,Carolyn Fischer,Female,,,
681,751,Carolyn L. Weaver,Female,English,,
682,752,Carsten Trenkler,Male,Non-English,,
683,753,Cary Deck,Male,,2001.0,
684,754,Casey B. Mulligan,Male,English,,
685,755,Casey Ichniowski,Male,,,
686,756,Casey Rothschild,Male,English,,
687,757,Cass R. Sunstein,Male,,,
688,758,Catalina Amuedo-Dorantes,Female,Non-English,,
689,759,Caterina Calsamiglia,Female,Non-English,,
690,760,Catherine C. Eckel,Female,English,1983.0,
691,761,Catherine D. Wolfram,Female,English,1996.0,
692,762,Catherine E. Tucker,Female,,,
693,764,Catherine J. Morrison,Female,,,
694,765,Catherine J. Morrison Paul,Female,English,,
695,766,Catherine Thomas,Female,English,,
696,769,Cecilia Elena Rouse,Female,English,,
697,771,Celeste Saravia,Female,,,
698,772,Cezar Santos,Male,,,
699,773,Chad Kendall,Male,English,2014.0,
700,774,Chad P. Bown,Male,English,,
701,775,Chad Syverson,Male,English,2001.0,
702,776,Chaehee Shin,Female,,,
703,777,Chaim Fershtman,Male,Non-English,,
704,778,Chang-Tai Hsieh,Male,English,1998.0,
705,779,Changyong Rhee,Male,Non-English,,
706,780,Chantale LaCasse,Female,English,,
707,781,Chao Fu,Female,Non-English,2010.0,
708,782,Chao Gu,Female,,,
709,784,"Charles A. Holt, Jr.",Male,English,,
710,785,Charles A. M. de Bartolome,Male,English,,
711,786,Charles A. Wilson,Male,English,,
712,787,Charles Bellemare,Male,Non-English,2004.0,
713,789,Charles Brown,Male,English,,
714,790,Charles C. Cox,Male,English,,
715,793,Charles D. Kolstad,Male,English,,
716,796,Charles E. Phelps,Male,,,
717,797,Charles E. Stuart,Male,English,,
718,798,Charles Engel,Male,English,1983.0,
719,799,Charles F. Manski,Male,English,1973.0,
720,800,Charles G. Geiss,Male,Unknown,,
721,801,Charles H. Whiteman,Male,English,,
722,802,Charles Hokayem,Male,,,
723,804,Charles I. Jones,Male,English,,
724,805,Charles I. Plosser,Male,English,,
725,806,Charles J. Cicchetti,Male,,,
726,807,Charles J. Jacklin,Male,,,
727,808,Charles J. Redlick,Male,,,
728,811,Charles L. Ballard,Male,English,,
729,812,Charles L. Evans,Male,,,
730,813,Charles M. Kahn,Male,English,,
731,814,Charles Michalopoulos,Male,,,
732,815,Charles Morcom,Male,,,
733,816,Charles N. Noussair,Male,English,,
734,817,Charles Nolan,Male,English,,
735,820,Charles R. Hulten,Male,English,,
736,821,Charles R. Link,Male,English,,
737,822,Charles R. Nelson,Male,English,,
738,823,Charles R. Pierret,Male,,,
739,824,Charles R. Plott,Male,English,1965.0,
740,825,Charles Sprenger,Male,English,2011.0,
741,827,Charles T. Carlstrom,Male,English,,
742,828,Charles T. Clotfelter,Male,English,,
743,829,Charles Towe,Male,,,
744,830,Charles W. Calomiris,Male,English,,
745,833,Charles Zhoucheng Zheng,Male,English,,
746,834,Charlotte Ostergaard,Female,Non-English,,
747,835,Chau-nan Chen,Male,Non-English,,
748,836,Che-Lin Su,Male,,,
749,837,Chemi Gotlibovski,Male,Non-English,,
750,838,Cheng Wang,Male,,,
751,839,Chenggang Xu,Male,Non-English,,
752,840,Chenghuan Sean Chu,Male,,,
753,841,Cheryl Gray,Female,,,
754,842,Chester S. Spatt,Male,English,,
755,844,Chew Soo Hong,Male,English,1981.0,
756,845,Chi-Keung Woo,Male,English,,
757,846,Chiaki Hara,Male,Non-English,1993.0,
758,847,Chiara Fumagalli,Female,Non-English,,
759,848,Chihwa Kao,Male,Non-English,,
760,849,Ching-to Albert Ma,Male,Non-English,,
761,851,Chinhui Juhn,Female,English,1991.0,
762,852,Chip Heath,Male,,,
763,853,Chirok Han,Male,,,
764,854,Chong Xiang,Male,Non-English,,
765,855,Choon-Geol Moon,Male,Non-English,,
766,856,Chris Bidner,Male,,,
767,857,Chris Edmond,Male,English,2004.0,
768,858,Chris Forman,Male,,,
769,859,Chris I. Telmer,Male,English,,
770,860,Chris J. McKenna,Male,English,,
771,861,Chris Nosko,Male,English,,
772,862,Chris Robinson,Male,English,,
773,863,Chris Shannon,Female,English,,
774,864,Chris Starmer,Male,,,
775,866,Christian Bayer,Male,Non-English,,
776,867,Christian Bontemps,Male,Non-English,1994.0,
777,868,Christian Broda,Male,Non-English,,
778,869,Christian Dippel,Male,Non-English,2011.0,
779,870,Christian Dustmann,Male,Non-English,1992.0,
780,871,Christian Fons-Rosen,Male,Non-English,,
781,872,Christian Francq,Male,Non-English,,
782,873,Christian Gollier,Male,Non-English,1988.0,
783,875,Christian Hellwig,Male,Non-English,,
784,876,Christian Julliard,Male,,,
785,877,Christian Morrisson,Male,Non-English,,
786,878,Christian Riis,Male,Non-English,,
787,879,Christian Zehnder,Male,Non-English,,
788,880,Christiana E. Hilmer,Female,,,
789,881,Christina D. Romer,Female,English,,
790,882,Christina H. Paxson,Female,English,,
791,885,Christine L. Soutter,Female,,,
792,886,Christine A. Parlour,Female,English,,
793,887,Christoph Brunner,Male,,,
794,888,Christoph March,Male,Non-English,,
795,889,Christoph Rothe,Male,Non-English,2009.0,
796,890,Christoph Vanberg,Male,English,2005.0,
797,891,Christophe Chamley,Male,Non-English,,
798,892,Christophe Spaenjers,Male,,,
799,893,Christopher A. Parsons,Male,,,
800,894,Christopher A. Pissarides,Male,English,1973.0,
801,895,Christopher A. Powers,Male,,,
802,896,Christopher A. Sims,Male,English,,
803,898,Christopher Blattman,Male,English,,
804,899,Christopher Bliss,Male,English,,
805,900,Christopher C. Geczy,Male,,,
806,902,Christopher Cotton,Male,English,,
807,903,Christopher D. Carroll,Male,English,,
808,904,Christopher F. Baum,Male,English,,
809,905,Christopher F. Goetz,Male,,,
810,906,Christopher Hanes,Male,English,1990.0,
811,907,Christopher Harris,Male,English,,
812,909,Christopher I. Rider,Male,,,
813,910,Christopher J. Ellis,Male,English,,
814,911,Christopher J. Erceg,Male,,,
815,912,Christopher J. Flinn,Male,English,1984.0,
816,913,Christopher J. Mayer,Male,English,,
817,914,Christopher J. Palmer,Male,,,
818,915,Christopher J. Ruhm,Male,English,,
819,916,Christopher J. Waller,Male,Non-English,,
820,917,Christopher Johnsen,Male,,,
821,919,Christopher L. Cavanagh,Male,English,,
822,920,Christopher L. Foote,Male,English,,
823,921,Christopher L. House,Male,English,,
824,922,Christopher M. Snyder,Male,English,,
825,923,Christopher Malloy,Male,,,
826,925,Christopher N. Avery,Male,English,,
827,926,Christopher Neilson,Male,Non-English,2014.0,
828,927,Christopher Otrok,Male,English,,
829,928,Christopher P. Chambers,Male,English,,
830,929,Christopher Phelan,Male,,,
831,931,Christopher Polk,Male,English,,
832,932,Christopher R. Knittel,Male,English,,
833,933,Christopher R. Taber,Male,English,,
834,934,Christopher R. Thomas,Male,English,,
835,935,Christopher R. Udry,Male,English,,
836,937,Christopher T. Dawes,Male,English,,
837,938,Christopher T. Taylor,Male,English,,
838,941,Christopher Timmins,Male,English,,
839,942,Christopher Tonetti,Male,English,,
840,944,Christopher Woodruff,Male,English,,
841,945,Christos Genakos,Male,Non-English,2005.0,
842,946,Christos Ioannidis,Male,Unknown,,
843,947,Chun-Yi Yang,Male,,,
844,948,Chunlin Liu,Male,,,
845,949,Chunrong Ai,Male,Non-English,,
846,950,Chunyan Hao,Female,,,
847,951,Cindy K. Soo,Female,,,
848,952,Claire Friedland,Female,,,
849,953,Claire Lelarge,Female,,,
850,954,Claire S. H. Lim,Female,Non-English,,
851,955,Clara Vega,Female,,2002.0,
852,956,Clare Leaver,Female,English,,
853,957,Clarice Pechman,Female,Unknown,,
854,958,Clark Nardinelli,Male,,,
855,959,Claude Diebolt,Male,,,
856,961,Claudia D. Goldin,Female,English,1972.0,
857,963,Claudia M. Landeo,Female,,,
858,964,Claudia Olivetti,Female,Non-English,2001.0,
859,965,Claudia Ruiz,Female,,,
860,966,Claudio Ferraz,Male,Unknown,2006.0,
861,967,Claudio Lucarelli,Male,Non-English,,
862,968,Claudio Mezzetti,Male,Non-English,,
863,969,Claudio Michelacci,Male,English,,
864,970,Claus Thustrup Kreiner,Male,Non-English,,
865,971,Clemens Puppe,Male,Non-English,,
866,972,Clemens Sialm,Male,Non-English,,
867,973,Cliff Walsh,Male,English,,
868,974,Clifford M. Hurvich,Male,English,,
869,975,"Clifford W. Smith, Jr.",Male,English,,
870,976,Clifford Winston,Male,English,,
871,977,Clive Bell,Male,English,,
872,978,Clive Bull,Male,English,,
873,979,Clyde G. Reed,Male,,,
874,980,Coen N. Teulings,Male,Non-English,,
875,983,Colin F. Camerer,Male,English,1981.0,
876,984,Colin Lawrence,Male,Unknown,,
877,985,Colin M. Campbell,Male,English,,
878,986,Colin Stewart,Male,English,2007.0,
879,987,Colin W. Clark,Male,English,,
880,988,Coralio Ballester,Male,Non-English,,
881,989,Coren L. Apicella,Female,English,,
882,990,Cormac Ó Gráda,Male,English,,
883,991,Corry Azzi,Female,,,
884,992,Cosmin L. Ilut,Male,Non-English,,
885,993,Costas Arkolakis,Male,Non-English,2007.0,
886,994,Costas Azariadis,Male,Non-English,,
887,996,Costis Skiadas,Male,English,,
888,997,Cotton M. Lindsay,Male,Unknown,,
889,998,Courtney C. Coile,Female,,1999.0,
890,999,Craig Brett,Male,,,
891,1000,Craig Burnside,Male,English,,
892,1001,Craig E. Landry,Male,,,
893,1002,Craig Garthwaite,Male,English,2009.0,
894,1003,Craig McIntosh,Male,English,2003.0,
895,1004,Craig O. Brown,Male,English,,
896,1005,Craig R. Fox,Male,English,,
897,1006,Cristian Pop-Eleches,Male,English,2003.0,
898,1007,Cristina Arellano,Female,English,2004.0,
899,1008,Curtis Carlson,Male,,,
900,1009,Curtis J. Simon,Male,English,,
901,1010,Curtis R. Taylor,Male,English,,
902,1013,Cynthia A. Montgomery,Female,Unknown,,
903,1014,Cynthia Bansak,Female,,,
904,1015,Cynthia Kinnan,Female,,2010.0,
905,1016,Cyril Monnet,Male,,,
906,1017,Cédric Ceulemans,Male,,,
907,1018,Cédric Tille,Male,Non-English,,
908,1020,D. Marc Kilgour,Male,English,,
909,1021,D. Scott Lee,Male,,,
910,1022,D. T. Ulph,Male,English,,
911,1024,Daan P. Van Soest,Male,Non-English,,
912,1027,Dahlia Remler,Female,,,
913,1028,Daigee Shaw,Male,,,
914,1029,Daiji Kawaguchi,Male,,,
915,1030,Daisuke Nakajima,Male,Non-English,,
916,1031,Dale Ballou,Male,English,,
917,1032,"Dale O. Stahl, II",Male,English,,
918,1033,Dale T. Mortensen,Male,English,,
919,1034,Dale W. Henderson,Male,,,
920,1035,Dale W. Jorgenson,Male,English,,
921,1036,Dalia Marin,Female,Non-English,,
922,1037,Dallas Burtraw,Male,,,
923,1038,Dalton Conley,Male,,1996.0,
924,1039,Damien Sheehan-Connor,Male,,,
925,1040,Damon Clark,Male,English,2002.0,
926,1041,Dan A. Black,Male,English,1983.0,
927,1042,Dan Ariely,Male,Non-English,,
928,1043,Dan Ben-David,Male,Non-English,,
929,1044,Dan Bernhardt,Male,English,,
930,1046,Dan Knoepfle,Male,,,
931,1047,Dan Kopf,Male,,,
932,1048,Dan Levin,Male,Non-English,1982.0,
933,1049,Dan M. Levy,Male,,,
934,1050,Dan Peled,Male,,,
935,1051,Dan Silverman,Male,English,,
936,1052,Dan T. Rosenbaum,Male,,,
937,1053,Dan Usher,Male,English,,
938,1054,Dan-Olof Rooth,Male,Non-English,1999.0,
939,1055,Dana Chandler,Male,,,
940,1057,Dana P. Goldman,Male,English,,
941,1058,Dana W. Placzek,Male,English,,
942,1059,Dani Rodrik,Male,English,,
943,1060,Daniel A. Ackerberg,Male,English,1997.0,
944,1061,Daniel A. Graham,Male,English,,
945,1062,Daniel A. Sumner,Male,English,,
946,1063,Daniel Aaronson,Male,English,,
947,1065,Daniel Berger,Male,,,
948,1066,Daniel Bergstresser,Male,English,,
949,1068,Daniel Chiquiar,Male,,,
950,1069,Daniel Cohen,Male,Non-English,,
951,1070,Daniel Diermeier,Male,Non-English,,
952,1071,Daniel F. Garrett,Male,English,,
953,1072,Daniel F. Spulber,Male,English,,
954,1073,Daniel F. Waggoner,Male,,,
955,1074,Daniel Friedman,Male,English,,
956,1076,Daniel H. Karney,Male,,,
957,1077,Daniel H. Saks,Male,,,
958,1079,Daniel Hartley,Male,,,
959,1080,Daniel Hosken,Male,,,
960,1081,Daniel Houser,Male,,,
961,1083,Daniel John Zizzo,Male,Non-English,,
962,1084,Daniel J. Benjamin,Male,English,,
963,1085,Daniel Kahneman,Male,Non-English,,
964,1086,Daniel Kaufmann,Male,Non-English,,
965,1088,Daniel L. Chen,Male,English,,
966,1089,Daniel L. McFadden,Male,English,,
967,1090,Daniel L. Rubinfeld,Male,English,,
968,1091,Daniel L. Wisecarver,Male,English,,
969,1092,Daniel Lederman,Male,English,,
970,1093,Daniel Leigh,Male,,,
971,1094,Daniel Levy,Male,Non-English,,
972,1095,Daniel M. Bernhofen,Male,Non-English,,
973,1096,Daniel M. G. Raff,Male,,,
974,1097,Daniel M. Hungerman,Male,,,
975,1098,Daniel M. Sturm,Male,Non-English,,
976,1099,Daniel Martin,Male,,2013.0,
977,1100,Daniel Muller,Male,Non-English,,
978,1101,Daniel Münich,Male,,,
979,1102,Daniel Nagin,Male,,,
980,1103,Daniel P. Kessler,Male,English,,
981,1104,Daniel P. O'Brien,Male,English,,
982,1105,Daniel Parent,Male,,,
983,1106,Daniel Quint,Male,,2007.0,
984,1107,Daniel R. Siegel,Male,English,,
985,1108,Daniel R. Vincent,Male,English,,
986,1109,Daniel S. Hamermesh,Male,English,,
987,1110,Daniel Shoag,Male,English,,
988,1112,Daniel Stein,Male,,,
989,1114,Daniel T. Morrow,Male,,,
990,1115,Daniel T. Slesnick,Male,English,,
991,1116,Daniel Trefler,Male,English,,
992,1117,Daniel Tsiddon,Male,Non-English,,
993,1118,Daniel Valente Dantas,Male,Unknown,,
994,1119,Daniel Vine,Male,,,
995,1120,Daniel Wolfenzon,Male,English,,
996,1121,Daniel Yi Xu,Male,Non-English,,
997,1122,Daniela Del Boca,Female,,1988.0,
998,1123,Daniela Glätzle-Rüetzler,Female,Non-English,,
999,1124,Daniela Puzzello,Female,,,
1000,1125,Daniele Coen-Pirani,Male,Non-English,2000.0,
1001,1126,Daniele Terlizzese,Male,Non-English,,
1002,1127,Danielle F. Jung,Female,,,
1003,1128,Danny Miller,Male,,,
1004,1129,Danny Quah,Male,English,,
1005,1130,Danny Yagan,Male,English,2012.0,
1006,1131,Dario Focarelli,Male,Non-English,,
1007,1132,Darius Lakdawalla,Male,,2000.0,
1008,1133,Daron Acemoglu,Male,English,1992.0,
1009,1135,Darren Lubotsky,Male,English,,
1010,1137,David A. Butz,Male,English,,
1011,1138,David A. Green,Male,English,,
1012,1139,David A. Jaeger,Male,English,,
1013,1140,David A. Matsa,Male,English,,
1014,1141,David A. Miller,Male,,,
1015,1142,David A. Peel,Male,English,,
1016,1143,David A. Starrett,Male,English,,
1017,1144,David A. Wise,Male,English,,
1018,1146,David Altig,Male,English,,
1019,1147,David Andolfatto,Male,English,,
1020,1148,David Atkin,Male,English,2009.0,
1021,1149,David Austen-Smith,Male,English,,
1022,1151,David B. Audretsch,Male,English,,
1023,1152,David B. Gordon,Male,,,
1024,1153,David B. Gross,Male,,,
1025,1154,David Berger,Male,,2012.0,
1026,1155,David Besanko,Male,English,,
1027,1156,David Bowman,Male,,,
1028,1157,David Bravo,Male,,,
1029,1158,David Burras Humphrey,Male,English,,
1030,1159,David Butler,Male,,,
1031,1160,David C. Parsley,Male,English,,
1032,1161,David C. Ribar,Male,English,,
1033,1162,David C. Webb,Male,,,
1034,1164,David Cass,Male,English,,
1035,1165,David Cesarini,Male,,2010.0,
1036,1166,David Clingingsmith,Male,,,
1037,1167,David J. Cooper,Male,English,,
1038,1168,David Crainich,Male,Non-English,,
1039,1169,David Dillenberger,Male,Non-English,2008.0,
1040,1170,David Dollar,Male,English,,
1041,1171,David Donaldson,Male,English,2009.0,
1042,1172,David Dorn,Male,Non-English,2009.0,
1043,1173,David Dranove,Male,,,
1044,1174,David E. Bloom,Male,,,
1045,1175,David E. Card,Male,English,1983.0,
1046,1176,David E. Fagnan,Male,,,
1047,1177,David E. M. Sappington,Male,English,,
1048,1178,David E. Mills,Male,,,
1049,1179,David E. Runkle,Male,English,,
1050,1180,David E. Weinstein,Male,English,,
1051,1181,David E. Wildasin,Male,English,,
1052,1182,David Easley,Male,English,,
1053,1183,David F. Burgess,Male,English,,
1054,1184,David F. Hendry,Male,English,,
1055,1185,David F. Weiman,Male,English,,
1056,1186,David Figlio,Male,English,1995.0,
1057,1188,David Friedman,Male,English,,
1058,1189,David G. Blanchflower,Male,,,
1059,1190,David G. Rand,Male,,,
1060,1191,David Gale,Male,English,,
1061,1192,David Genesove,Male,Non-English,,
1062,1193,David Gill,Male,English,,
1063,1195,David H. Autor,Male,English,1999.0,
1064,1196,David H. Papell,Male,English,,
1065,1197,David H. Reiley,Male,,,
1066,1198,David H. Romer,Male,English,1985.0,
1067,1199,David H. Small,Male,English,,
1068,1200,David Hemous,Male,,2012.0,
1069,1201,David Hirshleifer,Male,English,1985.0,
1070,1202,David Huffman,Male,English,,
1071,1203,David Hughart,Male,Unknown,,
1072,1205,David I. Laibson,Male,English,1994.0,
1073,1206,David I. Levine,Male,English,,
1074,1207,David J. Deming,Male,English,,
1075,1208,David J. Zimmerman,Male,English,,
1076,1210,David Joulfaian,Male,,,
1077,1211,David K. Backus,Male,English,,
1078,1213,David K. Musto,Male,English,,
1079,1215,David Kropp,Male,,,
1080,1216,David L. Crawford,Male,,,
1081,1217,David L. Durbin,Male,,,
1082,1218,David L. Hummels,Male,English,1995.0,
1083,1219,David Lagakos,Male,English,2008.0,
1084,1220,David Laibman,Male,Unknown,,
1085,1222,David Laidler,Male,English,,
1086,1223,David Lam,Male,English,1983.0,
1087,1224,David Lando,Male,,,
1088,1225,David Laster,Male,English,,
1089,1226,David Levhari,Male,Non-English,,
1090,1228,David Lucca,Male,,,
1091,1229,David Lucking-Reiley,Male,English,,
1092,1231,David M. Arseneau,Male,English,,
1093,1232,David M. Blau,Male,English,,
1094,1233,David M. Cutler,Male,English,,
1095,1234,David M. Frankel,Male,English,,
1096,1235,David M. G. Newbery,Male,English,,
1097,1237,David M. Kreps,Male,English,,
1098,1238,David M. Lilien,Male,English,,
1099,1239,David M. Modest,Male,English,,
1100,1241,David Marmaros,Male,,,
1101,1242,David Martimort,Male,Non-English,,
1102,1243,David Mayer-Foulkes,Male,,,
1103,1244,David Mayers,Male,,,
1104,1245,David McAdams,Male,English,2001.0,
1105,1246,David McKenzie,Male,,2001.0,
1106,1247,David Myatt,Male,English,1999.0,
1107,1248,David N. DeJong,Male,,,
1108,1249,David N. Laband,Male,English,,
1109,1250,David N. Margolis,Male,,,
1110,1251,David N. Weil,Male,English,,
1111,1253,David Neumark,Male,English,1987.0,
1112,1255,David P. Baron,Male,English,,
1113,1257,David Pines,Male,English,,
1114,1258,David Popp,Male,English,,
1115,1259,David Porter,Male,,,
1116,1260,David Pozen,Male,,,
1117,1261,David Rahman,Male,English,2005.0,
1118,1262,David Rapson,Male,English,2008.0,
