,metadata,Journal,PubDate,Title,clean name,confirmed name,Sex,last name,first name
196,"Adler, Jh",JPE,1956,THE ECONOMIC-DEVELOPMENT OF NIGERIA - COMMENT, Jh Adler,,,Adler, Jh
197,"Murphy, Jc",JPE,1956,BULK-PURCHASE INTERNATIONAL COMMODITY AGREEMENTS, Jc Murphy,,,Murphy, Jc
198,"Corbin, Da",JPE,1956,CAPITAL-MAINTENANCE AND THE CONCEPT OF INCOME - A COMMENT, Da Corbin,?,?,Corbin, Da
199,"Break, Gf",JPE,1956,CAPITAL-MAINTENANCE AND THE CONCEPT OF INCOME - A REPLY, Gf Break,?,?,Break, Gf
200,"Samuelson, Pa",QJE,1956,SOCIAL INDIFFERENCE CURVES, Pa Samuelson,,,Samuelson, Pa
201,"Miller, E",QJE,1956,MONETARY-POLICY IN A CHANGING WORLD, E Miller,?,?,Miller, E
202,"Cyert, Rm",QJE,1956,ORGANIZATIONAL-FACTORS IN THE THEORY OF OLIGOPOLY, Rm Cyert,,,Cyert, Rm
203,"March, Jg",QJE,1956,ORGANIZATIONAL-FACTORS IN THE THEORY OF OLIGOPOLY, Jg March,,,March, Jg
204,"Solow, Rm",QJE,1956,A CONTRIBUTION TO THE THEORY OF ECONOMIC-GROWTH, Rm Solow,,,Solow, Rm
205,"Levitt, T",QJE,1956,THE LONELY CROWD AND THE ECONOMIC MAN, T Levitt,,,Levitt, T
206,"Rowe, J",QJE,1956,"PRICES, WAGES AND INDUSTRIAL PRODUCTIVITY IN AUSTRALIA AND NEW-ZEALAND", J Rowe,,,Rowe, J
207,"Robinson, R",QJE,1956,FACTOR PROPORTIONS AND COMPARATIVE ADVANTAGE .1., R Robinson,,,Robinson, R
208,"Markham, Jw",QJE,1956,THE REPORT OF THE ATTORNEY GENERALS COMMITTEE ON ANTITRUST-LAWS, Jw Markham,,,Markham, Jw
209,"Sheahan, J",QJE,1956,INTEGRATION AND EXCLUSION IN THE TELEPHONE EQUIPMENT INDUSTRY, J Sheahan,,,Sheahan, J
210,"Roberts, Dr",QJE,1956,A GENERAL-THEORY OF EXECUTIVE-COMPENSATION BASED ON STATISTICALLY TESTED, Dr Roberts,?,?,Roberts, Dr
211,"Stockfisch, Ja",QJE,1956,"THE RELATIONSHIPS BETWEEN MONEY COST, INVESTMENT, AND THE RATE OF RETURN", Ja Stockfisch,,,Stockfisch, Ja
212,"Guttentag, J",QJE,1956,WINNICKS CASE FOR A CHANGING ATTITUDE TOWARD HOUSING - COMMENT, J Guttentag,,,Guttentag, J
213,"Arant, Wd",QJE,1956,COMPETITION OF THE FEW AMONG THE MANY, Wd Arant,,,Arant, Wd
214,"Strassmann, Wp",QJE,1956,ECONOMIC-GROWTH AND INCOME-DISTRIBUTION, Wp Strassmann,,,Strassmann, Wp
215,"Felix, D",QJE,1956,PROFIT INFLATION AND INDUSTRIAL-GROWTH - THE HISTORIC RECORD AND, D Felix,?,?,Felix, D
216,"Segal, M",QJE,1956,INTERRELATIONSHIP OF WAGES UNDER JOINT DEMAND - THE CASE OF THE FALL, M Segal,,,Segal, M
217,"Campbell, Rw",QJE,1956,ACCOUNTING FOR DEPRECIATION IN THE SOVIET-ECONOMY, Rw Campbell,,,Campbell, Rw
218,"Quandt, Re",QJE,1956,A PROBABILISTIC THEORY OF CONSUMER-BEHAVIOR, Re Quandt,,,Quandt, Re
219,"Schlesinger, Jr",QJE,1956,AFTER 20 YEARS - THE GENERAL-THEORY, Jr Schlesinger,,,Schlesinger, Jr
220,"Alexander, Kjw",QJE,1956,SHIFT WORKING - AN APPLICATION OF THE THEORY OF THE FIRM, Kjw Alexander,,,Alexander, Kjw
221,"Galenson, W",QJE,1956,"INVESTMENT CRITERIA, PRODUCTIVITY, AND ECONOMIC-DEVELOPMENT - REPLY", W Galenson,,,Galenson, W
222,"Jones, Rw",RES,1956,FACTOR PROPORTIONS AND THE HECKSCHER-OHLIN THEOREM, Rw Jones,,,Jones, Rw
223,"Lancaster, K",RES,1956,THE GENERAL-THEORY OF 2ND BEST, K Lancaster,,,Lancaster, K
224,"Dobb, M",RES,1956,2ND THOUGHTS ON CAPITAL-INTENSITY OF INVESTMENT, M Dobb,,,Dobb, M
225,"Holton, Rh",RES,1956,ON THE MEASUREMENT OF EXCESS CAPACITY IN RETAILING, Rh Holton,,,Holton, Rh
226,"Pearce, If",RES,1956,PRICE POLICY WITH A BRANDED PRODUCT, If Pearce,,,Pearce, If
227,"Amey, Lr",RES,1956,PRICE POLICY WITH A BRANDED PRODUCT, Lr Amey,,,Amey, Lr
228,"Klein, Lr",RES,1956,THE INTERPRETATION OF LEONTIEFS SYSTEM - A REPLY, Lr Klein,,,Klein, Lr
229,"Turvey, R",RES,1956,RITTER ON MONETARY AND FISCAL-POLICY, R Turvey,,,Turvey, R
230,"Strotz, Rh",RES,1956,MYOPIA AND INCONSISTENCY IN DYNAMIC UTILITY MAXIMIZATION, Rh Strotz,,,Strotz, Rh
231,"Stykolt, S",RES,1956,THE TRADERS BEHAVIOR IN THE MARKET PERIOD, S Stykolt,,,Stykolt, S
232,"Hazelwood, A",RES,1956,A NOTE ON THE COLONIAL DEVELOPMENT CORPORATION, A Hazelwood,?,?,Hazelwood, A
233,"Beckmann, Mj",RES,1956,COMPARATIVE STATICS IN LINEAR-PROGRAMMING AND THE GIFFEN PARADOX, Mj Beckmann,,,Beckmann, Mj
234,"Robinson, J",RES,1956,THE PRODUCTION FUNCTION AND THE THEORY OF CAPITAL - A REPLY, J Robinson,,,Robinson, J
235,"Moses, Leon N.",AER,1955,THE STABILITY OF INTERREGIONAL TRADING PATTERNS AND INPUT-OUTPUT, Leon N. Moses,,,Moses, Leon N.
236,"Reder, M. W.",AER,1955,THE THEORY OF OCCUPATIONAL WAGE DIFFERENTIALS, M. W. Reder,,,Reder, M. W.
237,"Horowitz, Morris A.",AER,1955,WAGE GUARANTEES OF ROAD SERVICE EMPLOYEES OF AMERICAN RAILROADS, Morris A. Horowitz,,,Horowitz, Morris A.
238,"Friedman, Milton",AER,1955,LEON WALRAS AND HIS ECONOMIC SYSTEM A Review Article, Milton Friedman,,,Friedman, Milton
239,"Nelson, James C.",AER,1955,REVISION OF NATIONAL TRANSPORT REGULATORY POLICY A Review Article, James C. Nelson,,,Nelson, James C.
240,"Robbins, Lionel",EJ,1955,THE TEACHING OF ECONOMICS IN SCHOOLS AND UNIVERSITIES, Lionel Robbins,,,Robbins, Lionel
241,"Wright, A. Ll.",EJ,1955,SEQUENCE ANALYSIS AND THE THEORY OF THE RATE OF INTEREST, A. Ll. Wright,?,?,Wright, A. Ll.
242,"Balogh, T.",EJ,1955,SOME THEORETICAL IMPLICATIONS OF INTERNATIONAL ASPECTS OF THE UNITED, T. Balogh,,,Balogh, T.
243,"Davies, J. H.",EJ,1955,THE INDUSTRY AND THE REPRESENTATIVE FIRM, J. H. Davies,,,Davies, J. H.
244,"Wolfe, J. N.",EJ,1955,THE INDUSTRY AND THE REPRESENTATIVE FIRM: A REJOINDER, J. N. Wolfe,,,Wolfe, J. N.
245,"Maddison, A.",EJ,1955,ECONOMIC GROWTH IN TWO DOMINIONS, A. Maddison,?,?,Maddison, A.
246,"Gordon, Scott",JPE,1955,THE LONDON ECONOMIST AND THE HIGH TIDE OF LAISSEZ FAIRE, Scott Gordon,,,Gordon, Scott
247,"Ozga, S. A.",JPE,1955,AN ESSAY IN THE THEORY OF TARIFFS, S. A. Ozga,,,Ozga, S. A.
248,"Michaely, Michael",JPE,1955,DOMESTIC EFFECTS OF DEVALUATION UNDER REPRESSED INFLATION, Michael Michaely,,,Michaely, Michael
249,"Mason, Will E.",JPE,1955,SOME NEGLECTED CONTRIBUTIONS TO THE THEORY OF INTERNATIONAL TRANSFERS, Will E. Mason,,,Mason, Will E.
250,"Boulding, K. E.",QJE,1955,IN DEFENSE OF STATICS, K. E. Boulding,,,Boulding, K. E.
251,"Hirshleifer, Jack",QJE,1955,THE EXCHANGE BETWEEN QUANTITY AND QUALITY, Jack Hirshleifer,,,Hirshleifer, Jack
252,"Scitovsky, Tibor",QJE,1955,MONOPOLY AND COMPETITION IN EUROPE AND AMERICA, Tibor Scitovsky,,,Scitovsky, Tibor
253,"Henderson, James M.",QJE,1955,"WALRAS, LEONTIEF, AND THE INTERDEPENDENCE OF ECONOMIC ACTIVITIES:", James M. Henderson,,,Henderson, James M.
254,"Quandt, Richard E.",QJE,1955,"WALRAS, LEONTIEF, AND THE INTERDEPENDENCE OF ECONOMIC ACTIVITIES:", Richard E. Quandt,,,Quandt, Richard E.
255,"Chipman, J. S.",QJE,1955,THE MARGINAL AND AVERAGE PROPENSITIES TO CONSUME: COMMENT, J. S. Chipman,,,Chipman, J. S.
256,"Shubik, M.",ECA,1955,COMPARISON OF TREATMENTS OF A DUOPOLY PROBLEM (PART II), M. Shubik,,,Shubik, M.
257,"Burger, E.",ECA,1955,ON EXTREMA WITH SIDE CONDITIONS, E. Burger,?,?,Burger, E.
258,"Bennett, M. K.",JPE,1955,"THE FOOD ECONOMY OF THE NEW ENGLAND INDIANS, 1605-75", M. K. Bennett,,,Bennett, M. K.
259,"Bauer, P. T.",JPE,1955,THE ECONOMIC DEVELOPMENT OF NIGERIA, P. T. Bauer,,,Bauer, P. T.
260,"Weintraub, Robert E.",JPE,1955,THE PRODUCTIVE CAPACITY OF RURAL AND URBAN LABOR: A CASE STUDY, Robert E. Weintraub,,,Weintraub, Robert E.
261,"Thomson, Procter",JPE,1955,MANPOWER ALLOCATION AND THE PRICING PROCESS, Procter Thomson,,,Thomson, Procter
262,"Stockfisch, J. A.",JPE,1955,"EXTERNAL ECONOMIES, INVESTMENT, AND FORESIGHT", J. A. Stockfisch,,,Stockfisch, J. A.
263,"Gurley, John G.",AER,1955,FINANCIAL ASPECTS OF ECONOMIC DEVELOPMENT, John G. Gurley,,,Gurley, John G.
264,"Shaw, E. S.",AER,1955,FINANCIAL ASPECTS OF ECONOMIC DEVELOPMENT, E. S. Shaw,?,?,Shaw, E. S.
265,"Eckaus, R. S.",AER,1955,THE FACTOR PROPORTIONS PROBLEM IN UNDERDEVELOPED AREAS, R. S. Eckaus,,,Eckaus, R. S.
266,"Street, James H.",AER,1955,COTTON MECHANIZATION AND ECONOMIC DEVELOPMENT, James H. Street,,,Street, James H.
267,"Fox, Karl A.",AER,1955,SPATIAL EQUILIBRIUM MODELS OF THE LIVESTOCK-FEED ECONOMY, Karl A. Fox,,,Fox, Karl A.
268,"Taeuber, Richard C.",AER,1955,SPATIAL EQUILIBRIUM MODELS OF THE LIVESTOCK-FEED ECONOMY, Richard C. Taeuber,,,Taeuber, Richard C.
269,"Campbell, Rosemary G.",AER,1955,"SOVIET PRICE REDUCTIONS FOR CONSUMER GOODS, 1948-1954", Rosemary G. Campbell,,,Campbell, Rosemary G.
270,"Hurwicz, Leonid",AER,1955,INPUT-OUTPUT ANALYSIS AND ECONOMIC STRUCTURE, Leonid Hurwicz,,,Hurwicz, Leonid
271,"Valavanis, Stefan",AER,1955,LOSCH ON LOCATION, Stefan Valavanis,,,Valavanis, Stefan
272,"Hicks, J. R.",EJ,1955,ECONOMIC FOUNDATIONS OF WAGE POLICY, J. R. Hicks,,,Hicks, J. R.
273,"Brown, Weir M.",EJ,1955,THE CONCEPT AND MEASUREMENT OF FOREIGN EXCHANGE RESERVES, Weir M. Brown,,,Brown, Weir M.
274,"Nicholson, R. J.",EJ,1955,"""PRODUCT-ELASTICITIES OF SUBSTITUTION"" IN INTERNATIONAL TRADE", R. J. Nicholson,,,Nicholson, R. J.
275,"Ramaswami, V. K.",EJ,1955,"TRADE IMBALANCE, GAINS FROM TRADE AND NATIONAL INCOME CHANGE", V. K. Ramaswami,,,Ramaswami, V. K.
276,"Kemp, Murray C.",EJ,1955,"TECHNOLOGICAL CHANGE, THE TERMS OF TRADE AND WELFARE", Murray C. Kemp,,,Kemp, Murray C.
277,"Malthus, T. R.",EJ,1955,Malthus to Ricardo, T. R. Malthus,,,Malthus, T. R.
278,"Sraffa, P.",EJ,1955,MALTHUS ON PUBLIC WORKS, P. Sraffa,,,Sraffa, P.
279,"Niculescu, B. M.",EJ,1955,"UNDER-DEVELOPED, BACKWARD OR LOW INCOME?", B. M. Niculescu,?,?,Niculescu, B. M.
280,"Morris, Morris David",JPE,1955,"LABOR DISCIPLINE, TRADE-UNIONS, AND THE STATE IN INDIA", Morris David Morris,,,Morris, Morris David
281,"Harsanyi, John C.",JPE,1955,"CARDINAL WELFARE, INDIVIDUALISTIC ETHICS, AND INTERPERSONAL COMPARISONS", John C. Harsanyi,,,Harsanyi, John C.
282,"Smith, Robert S.",JPE,1955,"ECONOMISTS AND THE ENLIGHTENMENT IN SPAIN, 1750-1800", Robert S. Smith,,,Smith, Robert S.
283,"Galenson, Walter",QJE,1955,"INVESTMENT CRITERIA, PRODUCTIVITY, AND ECONOMIC DEVELOPMENT", Walter Galenson,,,Galenson, Walter
284,"Letiche, J. M.",QJE,1955,DIFFERENTIAL RATES OF PRODUCTIVITY GROWTH AND INTERNATIONAL IMBALANCE, J. M. Letiche,,,Letiche, J. M.
285,"Wolfe, Martin",QJE,1955,THE CONCEPT OF ECONOMIC SECTORS, Martin Wolfe,,,Wolfe, Martin
286,"Freedman, Robert, Jr.",QJE,1955,"FEDERAL CREDIT AGENCIES AND THE STRUCTURE OF MONEY MARKETS, INTEREST", Robert Freedman,,,Freedman, Robert
287,"Henderson, John P.",QJE,1955,THE RETARDED ACCEPTANCE OF THE MARGINAL UTILITY THEORY: COMMENT, John P. Henderson,,,Henderson, John P.
288,"Bergstrom, A. R.",ECA,1955,AN ECONOMETRIC STUDY OF SUPPLY AND DEMAND FOR NEW ZEALAND'S EXPORTS, A. R. Bergstrom,?,?,Bergstrom, A. R.
289,"Frechet, Maurice",ECA,1955,ON THE IMPORTANCE OF THE DISTINCTION BETWEEN RATIONAL AND IRRATIONAL, Maurice Frechet,,,Frechet, Maurice
290,"Frankel, Marvin",AER,1955,OBSOLESCENCE AND TECHNOLOGICAL CHANGE IN A MATURING ECONOMY, Marvin Frankel,,,Frankel, Marvin
291,"Cohen, Jacob",AER,1955,A THEORETICAL FRAMEWORK FOR TREASURY DEBT MANAGEMENT, Jacob Cohen,,,Cohen, Jacob
292,"Wells, Paul",AER,1955,A GENERAL EQUILIBRIUM ANALYSIS OF EXCISE TAXES, Paul Wells,,,Wells, Paul
293,"Tyszynski, H.",EJ,1955,ECONOMIC THEORY AS A GUIDE TO POLICY: SOME SUGGESTIONS FOR RE-APPRAISAL, H. Tyszynski,?,?,Tyszynski, H.
294,"Nicholson, J. L.",EJ,1955,NATIONAL INCOME AT FACTOR COST OR MARKET PRICES?, J. L. Nicholson,,,Nicholson, J. L.
295,"Fleming, Marcus",EJ,1955,EXTERNAL ECONOMIES AND THE DOCTRINE OF BALANCED GROWTH, Marcus Fleming,,,Fleming, Marcus
296,"Irvine, A. G.",EJ,1955,THE PREPARATION OF NATIONAL FINANCE ACCOUNTS IN UNDER-DEVELOPED, A. G. Irvine,?,?,Irvine, A. G.
297,"Tawney, R. H.",EJ,1955,THE CAMBRIDGE ECONOMIC HISTORY OF EUROPE, R. H. Tawney,,,Tawney, R. H.
298,"Hough, Louis",JPE,1955,AN ASSET INFLUENCE IN THE LABOR MARKET, Louis Hough,,,Hough, Louis
299,"Katz, Samuel I.",JPE,1955,STERLING'S RECURRING POSTWAR PAYMENTS CRISES, Samuel I. Katz,,,Katz, Samuel I.
300,"Earley, James S.",JPE,1955,"RECENT DEVELOPMENTS IN COST ACCOUNTING AND THE ""MARGINAL ANALYSIS""", James S. Earley,,,Earley, James S.
301,"Hutchison, T. W.",AER,1955,"INSULARITY AND COSMOPOLITANISM IN ECONOMIC IDEAS, 1870-1914", T. W. Hutchison,,,Hutchison, T. W.
302,"Dorfman, Joseph",AER,1955,THE ROLE OF THE GERMAN HISTORICAL SCHOOL IN AMERICAN ECONOMIC THOUGHT, Joseph Dorfman,,,Dorfman, Joseph
303,"Nicholls, William H.",AER,1955,INVESTMENT IN AGRICULTURE IN UNDERDEVELOPED COUNTRIES, William H. Nicholls,,,Nicholls, William H.
304,"Young, John H.",AER,1955,COMPARATIVE ECONOMIC DEVELOPMENT: CANADA AND THE UNITED STATES, John H. Young,,,Young, John H.
305,"Krutilla, John V.",AER,1955,CRITERIA FOR EVALUATING REGIONAL DEVELOPMENT PROGRAMS, John V. Krutilla,,,Krutilla, John V.
306,"Moore, Wilbert E.",AER,1955,LABOR ATTITUDES TOWARD INDUSTRIALIZATION IN UNDERDEVELOPED COUNTRIES, Wilbert E. Moore,,,Moore, Wilbert E.
307,"Power, John H.",AER,1955,CAPITAL INTENSITY AND ECONOMIC GROWTH, John H. Power,,,Power, John H.
308,"Valavanis-Vail, Stefan",AER,1955,AN ECONOMETRIC MODEL OF GROWTH U. S. A. 1869-1953, Stefan Valavanis-Vail,,,Valavanis-Vail, Stefan
309,"Bronfenbrenner, Martin",AER,1955,A MODEST PROPOSAL FOR SURPLUS DISPOSAL, Martin Bronfenbrenner,,,Bronfenbrenner, Martin
310,"Baldwin, Robert E.",AER,1955,SECULAR MOVEMENTS IN THE TERMS OF TRADE, Robert E. Baldwin,,,Baldwin, Robert E.
311,"Livingston, J. A.",AER,1955,ECONOMIC RESEARCH AND PUBLIC POLICY, J. A. Livingston,,,Livingston, J. A.
312,"Turner, Robert C.",AER,1955,PROBLEMS OF FORECASTING FOR ECONOMIC STABILIZATION, Robert C. Turner,,,Turner, Robert C.
313,"Bailey, Stephen K.",AER,1955,POLITICAL ELEMENTS IN FULL EMPLOYMENT POLICY, Stephen K. Bailey,,,Bailey, Stephen K.
314,"Fels, Rendigs",AER,1955,THEORETICAL SIGNIFICANCE OF THE 1949 RECESSION, Rendigs Fels,,,Fels, Rendigs
315,"Roose, Kenneth D.",AER,1955,BUSINESS FLUCTUATIONS IN THE UNITED STATES SINCE 1951: SELECTED, Kenneth D. Roose,,,Roose, Kenneth D.
316,"Robinson, Marshall A.",AER,1955,"FEDERAL DEBT MANAGEMENT: CIVIL WAR, WORLD WAR I, AND WORLD WAR II", Marshall A. Robinson,,,Robinson, Marshall A.
317,"Youngdahl, Richard",AER,1955,MONETARY POLICY IN RECENT YEARS, Richard Youngdahl,,,Youngdahl, Richard
318,"Strayer, Paul J.",AER,1955,THE INDIVIDUAL INCOME TAX AND INCOME DISTRIBUTION, Paul J. Strayer,,,Strayer, Paul J.
319,"Clark, J. M.",AER,1955,COMPETITION: STATIC MODELS AND DYNAMIC ASPECTS, J. M. Clark,,,Clark, J. M.
320,"Weintraub, Sidney",AER,1955,REVISED DOCTRINES OF COMPETITION, Sidney Weintraub,,,Weintraub, Sidney
321,"Whitney, Simon N.",AER,1955,VERTICAL DISINTEGRATION IN THE MOTION PICTURE INDUSTRY, Simon N. Whitney,,,Whitney, Simon N.
322,"Mckie, James W.",AER,1955,THE DECLINE OF MONOPOLY IN THE METAL CONTAINER INDUSTRY, James W. Mckie,,,Mckie, James W.
323,"Marengo, Louis",AER,1955,THE BASING POINT DECISIONS AND THE STEEL INDUSTRY, Louis Marengo,,,Marengo, Louis
324,"Blair, John M.",AER,1955,ECONOMIC CONCENTRATION AND DEPRESSION PRICE RIGIDITY, John M. Blair,,,Blair, John M.
325,"Poole, Kenyon E.",AER,1955,"FULL EMPLOYMENT, WAGE FLEXIBILITY, AND INFLATION", Kenyon E. Poole,,,Poole, Kenyon E.
326,"Vickrey, William",AER,1955,SOME IMPLICATIONS OF MARGINAL COST PRICING FOR PUBLIC UTILITIES, William Vickrey,,,Vickrey, William
327,"Goode, Richard",QJE,1955,ACCELERATED DEPRECIATION ALLOWANCES AS A STIMULUS TO INVESTMENT, Richard Goode,,,Goode, Richard
328,"Laursen, Svend",QJE,1955,LUNDBERG ON BUSINESS CYCLES AND PUBLIC POLICY, Svend Laursen,,,Laursen, Svend
329,"Mckinley, Erskine",QJE,1955,"THE PROBLEM OF ""UNDERDEVELOPMENT"" IN THE ENGLISH CLASSICAL SCHOOL", Erskine Mckinley,?,?,Mckinley, Erskine
330,"Scott, Ira O., Jr.",QJE,1955,THE REGIONAL IMPACT OF MONETARY POLICY, Ira O. Scott,,,Scott, Ira O.
331,"Tobin, James",JPE,1955,A DYNAMIC AGGREGATIVE MODEL, James Tobin,,,Tobin, James
332,"Jenkins, H. P. B.",JPE,1955,EXCISE-TAX SHIFTING AND INCIDENCE A MONEY-FLOWS APPROACH, H. P. B. Jenkins,?,?,Jenkins, H. P. B.
333,"Kuznets, Simon",AER,1955,ECONOMIC GROWTH AND INCOME INEQUALITY, Simon Kuznets,,,Kuznets, Simon
334,"Mueller, Willard F.",AER,1955,THE CELLOPHANE CASE AND THE NEW COMPETITION, Willard F. Mueller,,,Mueller, Willard F.
335,"Brown, Martin",EJ,2009,On Reputation: A Microfoundation of Contract Enforcement and Price, Martin Brown,,,Brown, Martin
336,"Cogley, Timothy",EJ,2009,"Diverse Beliefs, Survival and the Market Price of Risk", Timothy Cogley,,,Cogley, Timothy
337,"Sargent, Thomas J.",EJ,2009,"Diverse Beliefs, Survival and the Market Price of Risk", Thomas J. Sargent,,,Sargent, Thomas J.
338,"Huang, Kevin X. D.",EJ,2009,"Learning, Adaptive Expectations and Technology Shocks", Kevin X. D. Huang,,,Huang, Kevin X. D.
339,"Liu, Zheng",EJ,2009,"Learning, Adaptive Expectations and Technology Shocks", Zheng Liu,,,Liu, Zheng
340,"Zha, Tao",EJ,2009,"Learning, Adaptive Expectations and Technology Shocks", Tao Zha,,,Zha, Tao
341,"Kristensen, Nicolai",EJ,2009,Job Satisfaction and Co-worker Wages: Status or Signal?, Nicolai Kristensen,,,Kristensen, Nicolai
342,"Westergard-Nielsen, Niels",EJ,2009,Job Satisfaction and Co-worker Wages: Status or Signal?, Niels Westergard-Nielsen,,,Westergard-Nielsen, Niels
343,"Kassenboehmer, Sonja C.",EJ,2009,You're Fired! The Causal Negative Effect of Entry Unemployment on Life, Sonja C. Kassenboehmer,,,Kassenboehmer, Sonja C.
344,"Haisken-Denew, John P.",EJ,2009,You're Fired! The Causal Negative Effect of Entry Unemployment on Life, John P. Haisken-Denew,,,Haisken-Denew, John P.
345,"Gregory-Smith, Ian",EJ,2009,Fired or Retired? A Competing Risks Analysis of Chief Executive Turnover, Ian Gregory-Smith,,,Gregory-Smith, Ian
346,"Thompson, Steve",EJ,2009,Fired or Retired? A Competing Risks Analysis of Chief Executive Turnover, Steve Thompson,,,Thompson, Steve
347,"Wright, Peter W.",EJ,2009,Fired or Retired? A Competing Risks Analysis of Chief Executive Turnover, Peter W. Wright,,,Wright, Peter W.
348,"Luechinger, Simon",EJ,2009,Valuing Air Quality Using the Life Satisfaction Approach, Simon Luechinger,,,Luechinger, Simon
349,"Fort, Margherita",EJ,2009,"Changes in Compulsory Schooling, Education and the Distribution of Wages", Margherita Fort,,,Fort, Margherita
350,"Bressoux, Pascal",EJ,2009,"Teachers' Training, Class Size and Students' Outcomes: Learning from", Pascal Bressoux,,,Bressoux, Pascal
351,"Bold, Tessa",EJ,2009,Implications of Endogenous Group Formation for Efficient Risk-Sharing, Tessa Bold,,,Bold, Tessa
352,"Dohmen, Thomas",EJ,2009,Homo Reciprocans: Survey Evidence on Behavioural Outcomes, Thomas Dohmen,,,Dohmen, Thomas
353,"Sunde, Uwe",EJ,2009,Homo Reciprocans: Survey Evidence on Behavioural Outcomes, Uwe Sunde,,,Sunde, Uwe
354,"Zhang, Jun",EJ,2009,The Role of Information Revelation in Elimination Contests, Jun Zhang,,,Zhang, Jun
355,"Wang, Ruqu",EJ,2009,The Role of Information Revelation in Elimination Contests, Ruqu Wang,,,Wang, Ruqu
356,"Shadforth, Chris",EJ,2009,"FEAR, UNEMPLOYMENT AND MIGRATION", Chris Shadforth,?,?,Shadforth, Chris
357,"Blundell, Richard",EJ,2009,OPTIMAL INCOME TAXATION OF LONE MOTHERS: AN EMPIRICAL COMPARISON OF THE, Richard Blundell,,,Blundell, Richard
358,"Brewer, Mike",EJ,2009,OPTIMAL INCOME TAXATION OF LONE MOTHERS: AN EMPIRICAL COMPARISON OF THE, Mike Brewer,,,Brewer, Mike
359,"Haan, Peter",EJ,2009,OPTIMAL INCOME TAXATION OF LONE MOTHERS: AN EMPIRICAL COMPARISON OF THE, Peter Haan,,,Haan, Peter
360,"Breyer, Stephen",EJ,2009,ECONOMIC REASONING AND JUDICIAL REVIEW, Stephen Breyer,,,Breyer, Stephen
361,"Francesconi, Marco",EJ,2009,THE EFFECTS OF IN-WORK BENEFIT REFORM IN BRITAIN ON COUPLES: THEORY AND, Marco Francesconi,,,Francesconi, Marco
362,"Van Der Klaauw, Wilbert",EJ,2009,THE EFFECTS OF IN-WORK BENEFIT REFORM IN BRITAIN ON COUPLES: THEORY AND, Wilbert Van Der Klaauw,,,Van Der Klaauw, Wilbert
363,"Gregg, Paul",EJ,2009,WELFARE REFORM AND LONE PARENTS IN THE UK, Paul Gregg,,,Gregg, Paul
364,"Harkness, Susan",EJ,2009,WELFARE REFORM AND LONE PARENTS IN THE UK, Susan Harkness,,,Harkness, Susan
365,"Smith, Sarah",EJ,2009,WELFARE REFORM AND LONE PARENTS IN THE UK, Sarah Smith,,,Smith, Sarah
366,"Grogger, Jeffrey",EJ,2009,THE EFFECTS OF WORK-CONDITIONED TRANSFERS ON MARRIAGE AND CHILD, Jeffrey Grogger,,,Grogger, Jeffrey
367,"Karoly, Lynn A.",EJ,2009,THE EFFECTS OF WORK-CONDITIONED TRANSFERS ON MARRIAGE AND CHILD, Lynn A. Karoly,,,Karoly, Lynn A.
368,"Hatton, Timothy J.",EJ,2009,THE RISE AND FALL OF ASYLUM: WHAT HAPPENED AND WHY?, Timothy J. Hatton,,,Hatton, Timothy J.
369,"Bhaskar, V.",EJ,2009,RATIONAL ADVERSARIES? EVIDENCE FROM RANDOMISED TRIALS IN ONE DAY CRICKET, V. Bhaskar,,,Bhaskar, V.
370,"Chan, William",EJ,2009,SUSPENSE: DYNAMIC INCENTIVES IN SPORTS CONTESTS, William Chan,,,Chan, William
371,"Courty, Pascal",EJ,2009,SUSPENSE: DYNAMIC INCENTIVES IN SPORTS CONTESTS, Pascal Courty,,,Courty, Pascal
372,"Hao, Li",EJ,2009,SUSPENSE: DYNAMIC INCENTIVES IN SPORTS CONTESTS, Li Hao,,,Hao, Li
373,"Sutter, Matthias",EJ,2009,DECEPTION THROUGH TELLING THE TRUTH?! EXPERIMENTAL EVIDENCE FROM, Matthias Sutter,,,Sutter, Matthias
374,"Branch, William A.",EJ,2009,"MONETARY POLICY, ENDOGENOUS INATTENTION AND THE VOLATILITY TRADE-OFF", William A. Branch,,,Branch, William A.
375,"Carlson, John",EJ,2009,"MONETARY POLICY, ENDOGENOUS INATTENTION AND THE VOLATILITY TRADE-OFF", John Carlson,,,Carlson, John
376,"Yilmaz, Kamil",EJ,2009,"MEASURING FINANCIAL ASSET RETURN AND VOLATILITY SPILLOVERS, WITH", Kamil Yilmaz,,,Yilmaz, Kamil
377,"Olarreaga, Marcelo",EJ,2009,ESTIMATING TRADE RESTRICTIVENESS INDICES, Marcelo Olarreaga,,,Olarreaga, Marcelo
378,"Dolado, Juan J.",EJ,2009,ON-THE-JOB SEARCH IN A MATCHING MODEL WITH HETEROGENEOUS JOBS AND, Juan J. Dolado,,,Dolado, Juan J.
379,"Jansen, Marcel",EJ,2009,ON-THE-JOB SEARCH IN A MATCHING MODEL WITH HETEROGENEOUS JOBS AND, Marcel Jansen,,,Jansen, Marcel
380,"Jimeno, Juan F.",EJ,2009,ON-THE-JOB SEARCH IN A MATCHING MODEL WITH HETEROGENEOUS JOBS AND, Juan F. Jimeno,,,Jimeno, Juan F.
